slide,histology_measurement,sum/avg_per_image,slide_image
1096,xanthophores_area_px,22000.48314,1096_40x_8
1096,xanthophores_thickness_px,76.02987916,1096_40x_1
1096,xanthophores_thickness_px,73.16775625,1096_40x_2
1096,xanthophores_thickness_px,90.08559979,1096_40x_3
1096,xanthophores_thickness_px,87.68287029,1096_40x_4
1096,xanthophores_thickness_px,88.85243371,1096_40x_7
1096,xanthophores_thickness_px,103.4105819,1096_40x_8
1097,tissue_thickness,17.6933379,1097_40x_1
1097,tissue_thickness,17.65109539,1097_40x_2
1097,tissue_thickness,18.39647319,1097_40x_3
1097,tissue_thickness,19.32808697,1097_40x_4
1097,tissue_thickness,17.1141353,1097_40x_5
1097,tissue_thickness,19.62273757,1097_40x_6
1097,collagen_layer_px,0.051733406,1097_40x_1
1097,collagen_layer_px,0.063648733,1097_40x_2
1097,collagen_layer_px,0.044357317,1097_40x_3
1097,collagen_layer_px,0.057955146,1097_40x_4
1097,collagen_layer_px,0.047860015,1097_40x_5
1097,collagen_layer_px,0.056815663,1097_40x_6
1097,melanophores_area_px,30805.93263,1097_40x_1
1097,melanophores_area_px,33189.46389,1097_40x_2
1097,melanophores_area_px,30423.09089,1097_40x_3
1097,melanophores_area_px,37587.74335,1097_40x_4
1097,melanophores_area_px,31527.07087,1097_40x_5
1097,melanophores_area_px,34214.69837,1097_40x_6
1097,melanophores_thickness_px,35.48139831,1097_40x_1
1097,melanophores_thickness_px,28.89980264,1097_40x_2
1097,melanophores_thickness_px,39.84154984,1097_40x_3
1097,melanophores_thickness_px,35.16460856,1097_40x_4
1097,melanophores_thickness_px,34.50386248,1097_40x_5
1097,melanophores_thickness_px,33.89476359,1097_40x_6
1097,xanthophores_area_px,135.6417455,1097_40x_1
1097,xanthophores_area_px,134.3837907,1097_40x_2
1097,xanthophores_area_px,107.21537,1097_40x_3
1097,xanthophores_area_px,133.7242684,1097_40x_4
1097,xanthophores_area_px,134.5225095,1097_40x_5
1097,xanthophores_area_px,120.081209,1097_40x_6
1097,xanthophores_thickness_px,80.04256081,1097_40x_1
1097,xanthophores_thickness_px,80.76861128,1097_40x_2
1097,xanthophores_thickness_px,81.30584187,1097_40x_3
1097,xanthophores_thickness_px,89.937171,1097_40x_4
1097,xanthophores_thickness_px,66.92669744,1097_40x_5
1097,xanthophores_thickness_px,96.87945448,1097_40x_6
1098,tissue_thickness,15.82773994,1098_40x_1
1098,tissue_thickness,12.84744261,1098_40x_2
1098,tissue_thickness,14.00627734,1098_40x_3
1098,collagen_layer_px,0.031635807,1098_40x_1
1098,collagen_layer_px,0.033706524,1098_40x_2
1098,collagen_layer_px,0.034356871,1098_40x_3
1098,iridophores_area_px,4711.971513,1098_40x_1
1098,iridophores_area_px,5043.754308,1098_40x_2
1098,iridophores_area_px,4769.591868,1098_40x_3
1098,iridophores_thickness_px,60.00811406,1098_40x_1
1098,iridophores_thickness_px,64.10340498,1098_40x_2
1098,iridophores_thickness_px,56.52451464,1098_40x_3
1098,melanophores_area_px,13676.436,1098_40x_1
1098,melanophores_area_px,9537.025747,1098_40x_2
1098,melanophores_area_px,12532.24531,1098_40x_3
1098,melanophores_thickness_px,662.2335723,1098_40x_1
1098,melanophores_thickness_px,612.133071,1098_40x_2
1098,melanophores_thickness_px,728.1018398,1098_40x_3
1098,xanthophores_area_px,8013.192439,1098_40x_1
1098,xanthophores_area_px,7043.610446,1098_40x_2
1098,xanthophores_area_px,7847.92687,1098_40x_3
1098,xanthophores_thickness_px,45.3088085,1098_40x_1
1098,xanthophores_thickness_px,34.12052307,1098_40x_2
1098,xanthophores_thickness_px,42.80583656,1098_40x_3
1099,tissue_thickness,31.92592179,1099_40x_1
1099,tissue_thickness,22.44226183,1099_40x_2
1099,tissue_thickness,27.37543541,1099_40x_3
1099,tissue_thickness,21.7527412,1099_40x_4
1099,tissue_thickness,31.32224112,1099_40x_5
1099,tissue_thickness,28.55563181,1099_40x_6
1099,collagen_layer_px,0.036759468,1099_40x_1
1099,collagen_layer_px,0.037200815,1099_40x_2
1099,collagen_layer_px,0.042268853,1099_40x_3
1099,collagen_layer_px,0.039343031,1099_40x_4
1099,iridophores_area_px,10438.56725,1099_40x_1
1099,iridophores_area_px,8482.833697,1099_40x_2
1099,iridophores_area_px,8722.107387,1099_40x_3
1099,iridophores_area_px,10102.58387,1099_40x_4
1099,iridophores_thickness_px,62.27583344,1099_40x_1
1099,iridophores_thickness_px,60.06295131,1099_40x_2
1099,iridophores_thickness_px,57.17746777,1099_40x_3
1099,iridophores_thickness_px,55.07087156,1099_40x_4
1099,melanophores_area_px,29429.02897,1099_40x_1
1099,melanophores_area_px,32576.93744,1099_40x_2
1099,melanophores_area_px,33699.68037,1099_40x_3
1099,melanophores_area_px,37355.83073,1099_40x_4
1099,melanophores_thickness_px,1351.914969,1099_40x_1
1099,melanophores_thickness_px,1214.423433,1099_40x_2
1099,melanophores_thickness_px,1151.110302,1099_40x_3
1099,melanophores_thickness_px,1294.447316,1099_40x_4
1099,xanthophores_area_px,48348.9214,1099_40x_1
1099,xanthophores_area_px,61370.05407,1099_40x_2
1099,xanthophores_area_px,54820.49778,1099_40x_3
1099,xanthophores_area_px,50228.77788,1099_40x_4
1099,xanthophores_thickness_px,84.76176764,1099_40x_1
1099,xanthophores_thickness_px,80.32255734,1099_40x_2
1099,xanthophores_thickness_px,71.81837177,1099_40x_3
1099,xanthophores_thickness_px,83.52178352,1099_40x_4
1100,tissue_thickness,33.22224744,1100_40x_1
1100,tissue_thickness,35.10537321,1100_40x_2
1100,tissue_thickness,31.12665624,1100_40x_3
1100,collagen_layer_px,0.027400162,1100_40x_1
1100,collagen_layer_px,0.040166529,1100_40x_2
1100,collagen_layer_px,0.037116615,1100_40x_3
1100,iridophores_area_px,44884.80478,1100_40x_1
1100,iridophores_area_px,35265.18264,1100_40x_2
1100,iridophores_area_px,35973.55032,1100_40x_3
1100,iridophores_thickness_px,112.5107418,1100_40x_1
1100,iridophores_thickness_px,99.94196155,1100_40x_2
1100,iridophores_thickness_px,115.5310761,1100_40x_3
1100,melanophores_area_px,17687.62209,1100_40x_1
1100,melanophores_area_px,20111.69858,1100_40x_2
1100,melanophores_area_px,22426.70456,1100_40x_3
1100,melanophores_thickness_px,2366.628562,1100_40x_1
1100,melanophores_thickness_px,2301.779329,1100_40x_2
1100,melanophores_thickness_px,2423.000848,1100_40x_3
1100,xanthophores_area_px,61184.26698,1100_40x_1
1100,xanthophores_area_px,72427.19687,1100_40x_2
1100,xanthophores_area_px,85333.15849,1100_40x_3
1100,xanthophores_thickness_px,179.0801235,1100_40x_1
1100,xanthophores_thickness_px,126.5938111,1100_40x_2
1100,xanthophores_thickness_px,180.9163861,1100_40x_3
1101,tissue_thickness,35.78995581,1101_40x_1
1101,tissue_thickness,33.41780821,1101_40x_2
1101,tissue_thickness,33.01607559,1101_40x_3
1101,collagen_layer_px,0.060145462,1101_40x_1
1101,collagen_layer_px,0.054021621,1101_40x_2
1101,collagen_layer_px,0.048876523,1101_40x_3
1101,collagen_layer_px,0.050934268,1101_40x_4
1101,collagen_layer_px,0.050971582,1101_40x_5
1101,collagen_layer_px,0.066014102,1101_40x_6
1101,iridophores_area_px,21729.13488,1101_40x_1
1101,iridophores_area_px,20490.14186,1101_40x_2
1101,iridophores_area_px,17940.3496,1101_40x_3
1101,iridophores_area_px,24808.64619,1101_40x_4
1101,iridophores_area_px,21973.8492,1101_40x_5
1101,iridophores_area_px,26233.87827,1101_40x_6
1101,iridophores_thickness_px,86.51944646,1101_40x_1
1101,iridophores_thickness_px,58.73314842,1101_40x_2
1101,iridophores_thickness_px,93.54722324,1101_40x_3
1101,iridophores_thickness_px,78.97764146,1101_40x_4
1101,iridophores_thickness_px,74.4378266,1101_40x_5
1101,iridophores_thickness_px,79.96394705,1101_40x_6
1101,melanophores_area_px,22996.23315,1101_40x_1
1101,melanophores_area_px,19094.01482,1101_40x_2
1101,melanophores_area_px,17315.86669,1101_40x_3
1101,melanophores_area_px,21700.09105,1101_40x_4
1101,melanophores_area_px,16649.75569,1101_40x_5
1101,melanophores_area_px,14820.03862,1101_40x_6
1101,melanophores_thickness_px,1779.662982,1101_40x_1
1101,melanophores_thickness_px,1923.476899,1101_40x_2
1101,melanophores_thickness_px,1996.516293,1101_40x_3
1101,melanophores_thickness_px,1995.23312,1101_40x_4
1101,melanophores_thickness_px,1908.750839,1101_40x_5
1101,melanophores_thickness_px,1855.242428,1101_40x_6
1101,xanthophores_area_px,41313.5177,1101_40x_1
1101,xanthophores_area_px,30472.38831,1101_40x_2
1101,xanthophores_area_px,42889.77024,1101_40x_3
1101,xanthophores_area_px,43927.81141,1101_40x_4
1101,xanthophores_area_px,51134.08627,1101_40x_5
1101,xanthophores_area_px,43438.42607,1101_40x_6
1101,xanthophores_thickness_px,83.6005182,1101_40x_1
1101,xanthophores_thickness_px,88.36775862,1101_40x_2
1101,xanthophores_thickness_px,120.2429793,1101_40x_3
1101,xanthophores_thickness_px,116.5828251,1101_40x_4
1101,xanthophores_thickness_px,94.2212816,1101_40x_5
1101,xanthophores_thickness_px,95.19035613,1101_40x_6
1110,tissue_thickness,33.49309109,1110_40x_1
1110,tissue_thickness,37.57084462,1110_40x_2
1110,tissue_thickness,36.90375543,1110_40x_3
1110,collagen_layer_px,0.024336336,1110_40x_1
1110,collagen_layer_px,0.020749942,1110_40x_2
1110,collagen_layer_px,0.026066761,1110_40x_3
1110,iridophores_area_px,16522.82384,1110_40x_1
1110,iridophores_area_px,14598.71693,1110_40x_2
1110,iridophores_area_px,14469.84052,1110_40x_3
1110,iridophores_thickness_px,76.6725955,1110_40x_1
1110,iridophores_thickness_px,88.19951221,1110_40x_2
1110,iridophores_thickness_px,73.32837816,1110_40x_3
1110,melanophores_area_px,49809.50159,1110_40x_1
1110,melanophores_area_px,49125.92532,1110_40x_2
1110,melanophores_area_px,49466.81109,1110_40x_3
1110,melanophores_thickness_px,1911.653547,1110_40x_1
1110,melanophores_thickness_px,1997.152115,1110_40x_2
1110,melanophores_thickness_px,2036.704968,1110_40x_3
1110,xanthophores_area_px,44342.15641,1110_40x_1
1110,xanthophores_area_px,51669.77697,1110_40x_2
1110,xanthophores_area_px,40725.74234,1110_40x_3
1110,xanthophores_thickness_px,136.6896714,1110_40x_1
1110,xanthophores_thickness_px,129.35902,1110_40x_2
1110,xanthophores_thickness_px,98.77523706,1110_40x_3
1111,tissue_thickness,29.62892511,1111_40x_1
1111,tissue_thickness,31.27936185,1111_40x_2
1111,tissue_thickness,27.86919011,1111_40x_7
1111,collagen_layer_px,0,1111_40x_1
1111,collagen_layer_px,0,1111_40x_2
1111,collagen_layer_px,0,1111_40x_7
1111,collagen_layer_px,0,1111_40x_4
1111,collagen_layer_px,0,1111_40x_5
1111,collagen_layer_px,0,1111_40x_6
1111,iridophores_area_px,28382.07308,1111_40x_1
1111,iridophores_area_px,28515.58444,1111_40x_2
1111,iridophores_area_px,25701.76759,1111_40x_7
1111,iridophores_area_px,29825.33533,1111_40x_4
1111,iridophores_area_px,23309.96589,1111_40x_5
1111,iridophores_area_px,29593.27364,1111_40x_6
1111,iridophores_thickness_px,151.6863269,1111_40x_1
1111,iridophores_thickness_px,140.1854134,1111_40x_2
1111,iridophores_thickness_px,171.0841544,1111_40x_7
1111,iridophores_thickness_px,158.2081919,1111_40x_4
1111,iridophores_thickness_px,161.1426992,1111_40x_5
1111,iridophores_thickness_px,133.0265472,1111_40x_6
1111,melanophores_area_px,105413.0069,1111_40x_1
1111,melanophores_area_px,103393.8461,1111_40x_2
1111,melanophores_area_px,97094.77339,1111_40x_7
1111,melanophores_area_px,114573.6893,1111_40x_4
1111,melanophores_area_px,114417.7438,1111_40x_5
1111,melanophores_area_px,109416.9406,1111_40x_6
1111,melanophores_thickness_px,382.5943407,1111_40x_1
1111,melanophores_thickness_px,416.2660353,1111_40x_2
1111,melanophores_thickness_px,387.0151074,1111_40x_7
1111,melanophores_thickness_px,363.0634778,1111_40x_4
1111,melanophores_thickness_px,356.2855873,1111_40x_5
1111,melanophores_thickness_px,401.9003169,1111_40x_6
1111,xanthophores_area_px,35153.6955,1111_40x_1
1111,xanthophores_area_px,32235.99585,1111_40x_2
1111,xanthophores_area_px,35533.64649,1111_40x_7
1111,xanthophores_area_px,30927.16509,1111_40x_4
1111,xanthophores_area_px,31345.61928,1111_40x_5
1111,xanthophores_area_px,34939.87779,1111_40x_6
1111,xanthophores_thickness_px,145.9183725,1111_40x_1
1111,xanthophores_thickness_px,180.6808135,1111_40x_2
1111,xanthophores_thickness_px,138.2305109,1111_40x_7
1111,xanthophores_thickness_px,181.1807239,1111_40x_4
1111,xanthophores_thickness_px,154.8808708,1111_40x_5
1111,xanthophores_thickness_px,168.672472,1111_40x_6
1112,tissue_thickness,17.15631994,1112_40x_1
1112,tissue_thickness,20.18136069,1112_40x_2
1112,tissue_thickness,23.79343634,1112_40x_3
1112,tissue_thickness,19.38306473,1112_40x_4
1112,tissue_thickness,24.35974882,1112_40x_5
1112,tissue_thickness,18.99110017,1112_40x_6
1112,collagen_layer_px,0.056708961,1112_40x_1
1112,collagen_layer_px,0.055716711,1112_40x_2
1112,collagen_layer_px,0.05694887,1112_40x_3
1112,collagen_layer_px,0.048354331,1112_40x_4
1112,collagen_layer_px,0.045941397,1112_40x_5
1112,collagen_layer_px,0.051694159,1112_40x_6
1112,iridophores_area_px,16890.99319,1112_40x_1
1112,iridophores_area_px,16687.30821,1112_40x_2
1112,iridophores_area_px,13874.45671,1112_40x_3
1112,iridophores_area_px,17264.2025,1112_40x_4
1112,iridophores_area_px,13266.45897,1112_40x_5
1112,iridophores_area_px,13952.58038,1112_40x_6
1112,iridophores_thickness_px,123.0264607,1112_40x_1
1112,iridophores_thickness_px,135.9985966,1112_40x_2
1112,iridophores_thickness_px,124.4732381,1112_40x_3
1112,iridophores_thickness_px,117.2261744,1112_40x_4
1112,iridophores_thickness_px,114.9231348,1112_40x_5
1112,iridophores_thickness_px,117.0190619,1112_40x_6
1112,melanophores_area_px,57377.26377,1112_40x_1
1112,melanophores_area_px,52515.29623,1112_40x_2
1112,melanophores_area_px,51669.6622,1112_40x_3
1112,melanophores_area_px,54301.56572,1112_40x_4
1112,melanophores_area_px,60634.12321,1112_40x_5
1112,melanophores_area_px,60636.08887,1112_40x_6
1112,melanophores_thickness_px,308.926641,1112_40x_1
1112,melanophores_thickness_px,298.4406294,1112_40x_2
1112,melanophores_thickness_px,315.2214396,1112_40x_3
1112,melanophores_thickness_px,297.3581094,1112_40x_4
1112,melanophores_thickness_px,347.6077942,1112_40x_5
1112,melanophores_thickness_px,279.1534905,1112_40x_6
1112,xanthophores_area_px,32524.92267,1112_40x_1
1112,xanthophores_area_px,41033.93531,1112_40x_2
1112,xanthophores_area_px,35384.76754,1112_40x_3
1112,xanthophores_area_px,33863.24102,1112_40x_4
1112,xanthophores_area_px,34667.62392,1112_40x_5
1112,xanthophores_area_px,35997.50957,1112_40x_6
1112,xanthophores_thickness_px,116.7288862,1112_40x_1
1112,xanthophores_thickness_px,131.6155606,1112_40x_2
1112,xanthophores_thickness_px,100.2388836,1112_40x_3
1112,xanthophores_thickness_px,141.9163781,1112_40x_4
1112,xanthophores_thickness_px,118.1692607,1112_40x_5
1112,xanthophores_thickness_px,129.0060606,1112_40x_6
1113,tissue_thickness,26.06733627,1113_40x_1
1113,tissue_thickness,26.41794269,1113_40x_2
1113,tissue_thickness,25.48821309,1113_40x_3
1113,tissue_thickness,29.22583152,1113_40x_4
1113,tissue_thickness,28.92188499,1113_40x_5
1113,tissue_thickness,33.94014112,1113_40x_6
1113,collagen_layer_px,0.052258514,1113_40x_1
1113,collagen_layer_px,0.056816412,1113_40x_2
1113,collagen_layer_px,0.047795844,1113_40x_3
1113,collagen_layer_px,0.060807585,1113_40x_4
1113,collagen_layer_px,0.057015132,1113_40x_5
1113,collagen_layer_px,0.051457417,1113_40x_6
1113,iridophores_area_px,1858.959795,1113_40x_1
1113,iridophores_area_px,1873.42126,1113_40x_2
1113,iridophores_area_px,2052.970928,1113_40x_3
1113,iridophores_area_px,1933.047695,1113_40x_4
1113,iridophores_area_px,1721.188215,1113_40x_5
1113,iridophores_area_px,1756.412106,1113_40x_6
1113,iridophores_thickness_px,222.0118185,1113_40x_1
1113,iridophores_thickness_px,208.2908121,1113_40x_2
1113,iridophores_thickness_px,184.8273841,1113_40x_3
1113,iridophores_thickness_px,243.8808661,1113_40x_4
1113,iridophores_thickness_px,200.486307,1113_40x_5
1113,iridophores_thickness_px,232.5028119,1113_40x_6
1113,melanophores_area_px,15629.8975,1113_40x_1
1113,melanophores_area_px,13691.40384,1113_40x_2
1113,melanophores_area_px,14511.29557,1113_40x_3
1113,melanophores_area_px,13150.65801,1113_40x_4
1113,melanophores_area_px,15618.89222,1113_40x_5
1113,melanophores_area_px,12457.85288,1113_40x_6
1113,melanophores_thickness_px,486.4657767,1113_40x_1
1113,melanophores_thickness_px,552.8157881,1113_40x_2
1113,melanophores_thickness_px,536.638391,1113_40x_3
1113,melanophores_thickness_px,588.5031402,1113_40x_4
1113,melanophores_thickness_px,543.2481168,1113_40x_5
1113,melanophores_thickness_px,548.8531778,1113_40x_6
1113,xanthophores_area_px,22603.95,1113_40x_1
1113,xanthophores_area_px,20613.5357,1113_40x_2
1113,xanthophores_area_px,19494.50283,1113_40x_3
1113,xanthophores_area_px,23115.21483,1113_40x_4
1113,xanthophores_area_px,24944.38919,1113_40x_5
1113,xanthophores_area_px,23814.40745,1113_40x_6
1113,xanthophores_thickness_px,149.3867612,1113_40x_1
1113,xanthophores_thickness_px,136.2990058,1113_40x_2
1113,xanthophores_thickness_px,121.1320572,1113_40x_3
1113,xanthophores_thickness_px,143.3045401,1113_40x_4
1113,xanthophores_thickness_px,149.073835,1113_40x_5
1113,xanthophores_thickness_px,147.7017847,1113_40x_6
1114,tissue_thickness,20.45198848,1114_40x_1
1114,tissue_thickness,21.66142688,1114_40x_2
1114,tissue_thickness,19.88169114,1114_40x_3
1114,collagen_layer_px,0,1114_40x_1
1114,collagen_layer_px,0,1114_40x_2
1114,collagen_layer_px,0,1114_40x_3
1114,iridophores_area_px,14543.10518,1114_40x_1
1114,iridophores_area_px,12833.92947,1114_40x_2
1114,iridophores_area_px,14342.93682,1114_40x_3
1114,iridophores_thickness_px,113.2450982,1114_40x_1
1114,iridophores_thickness_px,98.7975075,1114_40x_2
1114,iridophores_thickness_px,116.3374907,1114_40x_3
1114,melanophores_area_px,42885.48183,1114_40x_1
1114,melanophores_area_px,49184.02244,1114_40x_2
1114,melanophores_area_px,37386.37395,1114_40x_3
1114,melanophores_thickness_px,276.2896842,1114_40x_1
1114,melanophores_thickness_px,294.2910184,1114_40x_2
1114,melanophores_thickness_px,305.5509036,1114_40x_3
1114,xanthophores_area_px,51991.86253,1114_40x_1
1114,xanthophores_area_px,40799.23772,1114_40x_2
1114,xanthophores_area_px,47871.62672,1114_40x_3
1114,xanthophores_thickness_px,88.56207587,1114_40x_1
1114,xanthophores_thickness_px,105.3081658,1114_40x_2
1114,xanthophores_thickness_px,87.53115165,1114_40x_3
1116,tissue_thickness,18.37879756,1116_40x_1
1116,tissue_thickness,16.05933162,1116_40x_2
1116,tissue_thickness,17.87902479,1116_40x_3
1116,collagen_layer_px,0.033520811,1116_40x_1
1116,collagen_layer_px,0.039580093,1116_40x_2
1116,collagen_layer_px,0.041420178,1116_40x_3
1116,iridophores_area_px,10329.79577,1116_40x_1
1116,iridophores_area_px,10212.70019,1116_40x_2
1116,iridophores_area_px,9822.843816,1116_40x_3
1116,iridophores_thickness_px,83.17636874,1116_40x_1
1116,iridophores_thickness_px,100.3742119,1116_40x_2
1116,iridophores_thickness_px,102.3395747,1116_40x_3
1116,melanophores_area_px,48083.31182,1116_40x_1
1116,melanophores_area_px,51250.41182,1116_40x_2
1116,melanophores_area_px,48318.23265,1116_40x_3
1116,melanophores_thickness_px,280.4821916,1116_40x_1
1116,melanophores_thickness_px,213.1403578,1116_40x_2
1116,melanophores_thickness_px,248.899576,1116_40x_3
1116,xanthophores_area_px,73246.61444,1116_40x_1
1116,xanthophores_area_px,54937.20729,1116_40x_2
1116,xanthophores_area_px,71276.19576,1116_40x_3
1116,xanthophores_thickness_px,143.5820343,1116_40x_1
1116,xanthophores_thickness_px,160.1922355,1116_40x_2
1116,xanthophores_thickness_px,117.7464729,1116_40x_3
1117,tissue_thickness,7.557371247,1117_40x_1
1117,tissue_thickness,7.966744252,1117_40x_7
1117,tissue_thickness,7.891769136,1117_40x_8
1117,tissue_thickness,8.829903521,1117_40x_4
1117,tissue_thickness,7.217090239,1117_40x_5
1117,tissue_thickness,8.109189142,1117_40x_6
1117,collagen_layer_px,0.042239153,1117_40x_1
1117,collagen_layer_px,0.034367582,1117_40x_7
1117,collagen_layer_px,0.039185317,1117_40x_8
1117,collagen_layer_px,0.039962495,1117_40x_4
1117,collagen_layer_px,0.036351044,1117_40x_5
1117,collagen_layer_px,0.037707285,1117_40x_6
1117,iridophores_area_px,13716.39175,1117_40x_1
1117,iridophores_area_px,14462.77499,1117_40x_7
1117,iridophores_area_px,13196.36828,1117_40x_8
1117,iridophores_area_px,14524.04052,1117_40x_4
1117,iridophores_area_px,13152.3016,1117_40x_5
1117,iridophores_area_px,14246.92283,1117_40x_6
1117,iridophores_thickness_px,27.68275503,1117_40x_1
1117,iridophores_thickness_px,34.51814155,1117_40x_7
1117,iridophores_thickness_px,28.77867305,1117_40x_8
1117,iridophores_thickness_px,33.25004419,1117_40x_4
1117,iridophores_thickness_px,33.72394795,1117_40x_5
1117,iridophores_thickness_px,32.50843824,1117_40x_6
1117,melanophores_area_px,12517.08374,1117_40x_1
1117,melanophores_area_px,11575.28203,1117_40x_7
1117,melanophores_area_px,13122.89404,1117_40x_8
1117,melanophores_area_px,15498.46488,1117_40x_4
1117,melanophores_area_px,14968.20026,1117_40x_5
1117,melanophores_area_px,14044.07506,1117_40x_6
1117,melanophores_thickness_px,88.82043635,1117_40x_1
1117,melanophores_thickness_px,107.9416355,1117_40x_7
1117,melanophores_thickness_px,120.5778505,1117_40x_8
1117,melanophores_thickness_px,95.79248089,1117_40x_4
1117,melanophores_thickness_px,107.1052851,1117_40x_5
1117,melanophores_thickness_px,93.54431166,1117_40x_6
1117,xanthophores_area_px,16206.83741,1117_40x_1
1117,xanthophores_area_px,18691.45914,1117_40x_7
1117,xanthophores_area_px,20127.6999,1117_40x_8
1117,xanthophores_area_px,18050.97498,1117_40x_4
1117,xanthophores_area_px,18033.62217,1117_40x_5
1117,xanthophores_area_px,19505.26504,1117_40x_6
1117,xanthophores_thickness_px,101.4394017,1117_40x_1
1117,xanthophores_thickness_px,96.61737479,1117_40x_7
1117,xanthophores_thickness_px,94.55461674,1117_40x_8
1117,xanthophores_thickness_px,86.76739738,1117_40x_4
1117,xanthophores_thickness_px,98.88020529,1117_40x_5
1117,xanthophores_thickness_px,96.47200404,1117_40x_6
